Student_ID,Name,Branch,CGPA,Certifications,Aptitude_Score,Project_Tech,Soft_Skills_Rating,Favorite_Language,Preferred_Work_Mode,Experience,Job_Role,Num_Projects,Certifications_Count,Internship_Experience_Years,Work_Experience_Years,Total_Score,Weighted_Score
STU013,Manav Kumar,0,-1.4377336686329691,1,-1.6079386704376735,1,0.5816349034899044,5,0,1.2982383086916998,6,1.3870979142164483,1.4178411907830908,0.028374308623199535,0.6544279058989034,-1.605404080790527,-1.697269997974481
STU014,Divya Singh,3,0.5159414732590033,5,-1.2500924398745403,4,-0.4654549859786476,2,2,-0.9805430381334354,2,-0.6977185901168909,1.4178411907830908,0.028374308623199535,-1.4611795485156551,-1.2959512693061797,-1.2389704704561075
STU015,Kunal Nair,6,1.6643856445063119,5,1.050347613745601,2,-1.5125448754471997,4,0,-0.3808637363373472,3,0.6921590794386686,-0.6795570204344991,1.2801820419996526,0.6544279058989034,1.0142212045472643,1.1164917634041023
STU016,Riya Kumar,4,1.4927790442049902,2,-0.023191077943798325,1,0.05808995875562843,1,1,-1.100478898492653,4,-0.6977185901168909,0.7187084537105608,-1.2234334247532535,1.3596303907037564,0.05113869223789245,0.11891625138934853
STU017,Sanya Gupta,1,-0.07808137393788003,4,-0.5343999787482742,1,1.1051798482241806,3,2,-1.100478898492653,3,0.6921590794386686,-0.6795570204344991,1.2801820419996526,0.6544279058989034,-0.4789141432749001,-0.48534504101794973
STU018,Krish Reddy,0,1.4861787903472472,0,-1.0967297696331977,2,-0.4654549859786476,2,0,0.3387514258179587,1,1.3870979142164483,1.4178411907830908,1.2801820419996526,0.6544279058989034,-1.0115202198065403,-0.9671209363156612
STU019,Riya Sharma,2,0.5357422348322335,4,0.0,0,0.05808995875562843,4,0,-0.021056155259694242,8,-1.3926574248946706,1.4178411907830908,-1.2234334247532535,0.6544279058989034,0.04621868285887749,0.058710511759835014
STU020,Tanya Nair,5,-0.33549127438986276,2,-1.5568177803572258,3,1.6287247929584565,3,0,1.2982383086916998,5,0.6921590794386686,-1.378689757507029,1.2801820419996526,1.3596303907037564,-1.366931369630147,-1.4645477434662642
STU021,Aditya Gupta,1,1.5323805673514495,5,0.0,3,1.6287247929584565,5,1,-0.8606071777742176,0,-0.6977185901168909,1.4178411907830908,-1.2234334247532535,0.6544279058989034,0.24077564849507538,0.25162501220743555
STU022,Krish Mehta,0,-0.7315065058544516,0,1.6126774046305243,0,0.5816349034899044,6,0,0.6985590068956117,4,1.3870979142164483,-1.378689757507029,1.2801820419996526,-0.7559770637108023,1.640786550572502,1.582276509634728
STU023,Manav Verma,3,0.33113436524219547,1,1.663798294710972,3,0.5816349034899044,6,1,0.0988797050995235,5,0.6921590794386686,0.7187084537105608,-1.2234334247532535,1.3596303907037564,1.7485333215678769,1.734362544379131
STU024,Isha Agarwal,0,-0.0516803585069074,2,-0.5855208688287218,4,1.1051798482241806,6,0,0.21881556545874098,0,-1.3926574248946706,-0.6795570204344991,0.028374308623199535,0.6544279058989034,-0.4717650684221264,-0.5149456786527666
STU025,Ananya Nair,0,0.7667511198532436,2,0.5391387129411251,3,1.6287247929584565,1,2,-0.021056155259694242,4,-1.3926574248946706,-0.6795570204344991,1.2801820419996526,1.3596303907037564,0.7558332134398719,0.7228373065824549
STU026,Rohit Kumar,5,0.0,5,-0.32991641842648384,5,-4.650013216560787e-16,6,1,0.0988797050995235,2,-0.002779755339111121,-1.378689757507029,1.2801820419996526,-0.050774578905949455,-0.3253445852190752,-0.3279633478357781
STU027,Divya Kumar,6,-1.7149443306581815,2,0.02792981213664926,3,1.6287247929584565,0,1,1.4181741690509175,3,-0.002779755339111121,-0.6795570204344991,1.2801820419996526,-0.7559770637108023,0.1144590695053171,-0.022962666929256467
STU028,Priya Agarwal,4,-0.16388467408854093,0,-0.9433670993918548,5,-0.9889999307129236,6,2,-1.5802223399295237,2,-0.6977185901168909,1.4178411907830908,1.2801820419996526,0.6544279058989034,-1.1187563425981455,-1.04537549558012
STU029,Aditya Das,4,0.0,1,-0.8411253192309597,2,1.1051798482241806,1,2,0.5786231465363939,1,0.6921590794386686,0.019575716638030857,0.028374308623199535,-0.050774578905949455,-0.7077713200701976,-0.7596918780816739
STU030,Mehul Kumar,3,0.0,2,-1.1989715497940927,4,0.5816349034899044,5,0,-1.100478898492653,0,0.6921590794386686,-1.378689757507029,1.2801820419996526,-0.050774578905949455,-1.1877806316135744,-1.1747812793974994
STU031,Priya Nair,4,0.8459541661461609,3,0.6925013831824679,0,0.05808995875562843,4,2,0.4586872861771762,2,-0.002779755339111121,-0.6795570204344991,0.028374308623199535,1.3596303907037564,0.782386920035889,0.7888433261359545
STU032,Rohit Patel,5,0.9911597510165108,3,-1.7613013406790161,2,-0.4654549859786476,1,0,0.4586872861771762,3,0.6921590794386686,-1.378689757507029,0.028374308623199535,-0.050774578905949455,-1.7085550179519757,-1.6799179000506226
STU033,Aditya Singh,4,-0.8305103137205992,5,0.9481058335847058,6,0.05808995875562843,3,1,0.6985590068956117,4,0.6921590794386686,-1.378689757507029,0.028374308623199535,-0.7559770637108023,0.9182193422385884,0.8745831041126662
STU034,Mehul Agarwal,5,-1.1605230066077568,5,1.3570729542282864,6,0.05808995875562843,5,0,-0.26092787597812944,7,-1.3926574248946706,0.019575716638030857,0.028374308623199535,-0.7559770637108023,1.260353638764187,1.235234551157562
,Kunal Sharma,5,-1.2595268144739042,5,0.181292482377992,0,-0.4654549859786476,6,0,0.21881556545874098,8,-0.002779755339111121,1.4178411907830908,-1.2234334247532535,-1.4611795485156551,0.04756415481150668,0.023990068629418757
STU036,Sanya Sharma,5,1.6643856445063119,1,0.33465515261933476,2,-1.5125448754471997,4,0,1.6580458897693526,7,1.3870979142164483,-1.378689757507029,-1.2234334247532535,-0.7559770637108023,0.38612391391071804,0.4309137768046042
STU037,Divya Reddy,6,-0.3486917821053494,5,0.5391387129411251,5,1.1051798482241806,2,1,0.3387514258179587,1,-0.002779755339111121,-0.6795570204344991,1.2801820419996526,-0.050774578905949455,0.6337882927389494,0.5789169649786894
STU038,Ananya Reddy,2,0.7931521352842157,5,-0.023191077943798325,6,-1.5125448754471997,0,0,-1.3403506192110881,1,1.3870979142164483,0.7187084537105608,-1.2234334247532535,-0.7559770637108023,-0.16639744256793534,-0.058687574419553
STU039,Krish Agarwal,0,0.8525544200039051,5,0.02792981213664926,1,0.05808995875562843,0,2,0.0988797050995235,7,-1.3926574248946706,-1.378689757507029,-1.2234334247532535,1.3596303907037564,0.10373545722615615,0.120957674674509
STU040,Rohit Agarwal,4,-1.7215445845159245,5,-0.432158198587379,0,0.5816349034899044,6,2,0.6985590068956117,9,-0.6977185901168909,-1.378689757507029,1.2801820419996526,-1.4611795485156551,-0.4784034950711303,-0.5612179397830562
STU041,Rohit Patel,0,1.0043602587319969,4,1.408193844308734,0,0.05808995875562843,4,2,1.0583665879732644,3,0.6921590794386686,0.019575716638030857,1.2801820419996526,-0.050774578905949455,1.5350823723922054,1.5281787925779937
STU042,Ananya Nair,3,0.0,5,-0.432158198587379,4,0.05808995875562843,6,2,0.0988797050995235,1,-1.3926574248946706,1.4178411907830908,1.2801820419996526,-1.4611795485156551,-0.42180832595925,-0.42625940817224145
STU043,Tanya Singh,4,0.007721926212780876,5,-0.023191077943798325,2,-1.5125448754471997,6,2,0.3387514258179587,6,0.6921590794386686,0.7187084537105608,-1.2234334247532535,-0.050774578905949455,-0.1556738302887751,-0.11584742640402697
STU044,Krish Gupta,2,1.433376759485302,2,1.1014685038260486,1,-0.4654549859786476,5,2,-1.3403506192110881,6,-0.6977185901168909,-0.6795570204344991,-1.2234334247532535,1.3596303907037564,1.1086911222446314,1.198148694810493
STU045,Manav Das,4,-0.42129457454052366,3,-1.3523342200354356,0,0.5816349034899044,5,2,-0.3808637363373472,7,-0.6977185901168909,0.7187084537105608,1.2801820419996526,-1.4611795485156551,-1.342930904052978,-1.361115630351501
STU046,Priya Kumar,2,-1.4905356994949144,5,-0.12543285810469348,4,1.6287247929584565,6,2,1.0583665879732644,1,-1.3926574248946706,-0.6795570204344991,0.028374308623199535,0.6544279058989034,-0.03669279881046935,-0.15803684096399684
STU047,Sneha Nair,2,1.5125798057782203,5,-1.1478506597136453,5,0.5816349034899044,0,2,-0.6207354570557824,4,-0.6977185901168909,1.4178411907830908,1.2801820419996526,-0.050774578905949455,-0.999264662916071,-0.9609966664601816
STU048,,3,1.1693666051755756,5,-0.27879552834603627,1,-0.4654549859786476,5,2,-1.700158200288741,9,1.3870979142164483,-0.6795570204344991,0.028374308623199535,0.6544279058989034,-0.30580440219702265,-0.2121345580207304
STU049,Sanya Verma,5,-0.8173098060051132,5,0.38577604269978233,6,1.1051798482241806,5,2,-1.8200940606479588,9,-0.6977185901168909,0.019575716638030857,0.028374308623199535,-1.4611795485156551,0.3524211324619272,0.3468751848988594
STU050,Manav Verma,5,-0.7579075212854243,3,-0.32991641842648384,3,-0.4654549859786476,2,0,-0.5007995966965647,8,0.6921590794386686,0.019575716638030857,1.2801820419996526,0.6544279058989034,-0.45491367769773133,-0.4448568125289478
STU051,Manav Singh,5,1.3673742209078705,2,0.5391387129411251,3,-1.5125448754471997,6,0,-1.3403506192110881,3,0.6921590794386686,0.019575716638030857,1.2801820419996526,0.6544279058989034,0.4397419753065206,0.5619051042690248
STU052,Aarav Verma,4,0.9383577201545654,1,-1.7613013406790161,1,0.5816349034899044,3,1,-0.740671317415,8,0.6921590794386686,0.019575716638030857,1.2801820419996526,-1.4611795485156551,-1.6615753832051774,-1.6343261133487206
STU053,Harsh Chopra,4,-0.5863009209841025,5,0.8969849435042582,1,1.6287247929584565,1,2,-1.100478898492653,6,0.6921590794386686,0.7187084537105608,-1.2234334247532535,1.3596303907037564,0.9626457359665395,0.9252784490274674
STU054,Sneha Kumar,1,0.46313944239705807,5,0.6925013831824679,2,0.5816349034899044,2,0,-2.6631110729806204e-16,8,1.3870979142164483,1.4178411907830908,0.028374308623199535,0.6544279058989034,0.7843047196101576,0.7768934497099266
STU055,Ananya Agarwal,3,0.7667511198532436,3,-1.4545760001963306,6,-4.650013216560787e-16,2,1,0.6985590068956117,3,-0.002779755339111121,-0.6795570204344991,-1.2234334247532535,0.6544279058989034,-1.3639162501798,-1.3631895482020615
STU056,,5,0.2717320805225072,5,0.794743163343363,3,-0.9889999307129236,6,1,0.6985590068956117,0,-1.3926574248946706,-0.6795570204344991,-1.2234334247532535,1.3596303907037564,0.7481734903833284,0.767068144427584
,Aarav Verma,4,1.453177521058531,2,-0.4832790886678266,3,1.1051798482241806,4,1,-0.5007995966965647,3,0.6921590794386686,0.019575716638030857,1.2801820419996526,0.6544279058989034,-0.2838465294349324,-0.2679334611484313
STU058,Sneha Sharma,5,0.7073488351335554,4,0.43689693278022995,3,0.05808995875562843,1,2,-1.700158200288741,9,-0.6977185901168909,0.019575716638030857,-1.2234334247532535,0.6544279058989034,0.42442252919343354,0.488754103217465
STU059,Sanya Reddy,5,0.0,5,-0.3810373085069314,4,-0.9889999307129236,6,2,1.4181741690509175,7,0.6921590794386686,-1.378689757507029,1.2801820419996526,0.6544279058989034,-0.41670184392155407,-0.4245582221012747
STU060,Tanya Das,4,-0.09128188165336606,4,-0.6366417589091693,4,-0.9889999307129236,2,1,1.6580458897693526,4,-0.6977185901168909,1.4178411907830908,0.028374308623199535,-0.7559770637108023,-0.6688752750771719,-0.6857447601778035
STU061,Tanya Kumar,6,-0.9493148831599757,5,-0.22767463826558867,2,1.1051798482241806,0,1,0.4586872861771762,0,-0.6977185901168909,0.7187084537105608,1.2801820419996526,1.3596303907037564,-0.17354651742070834,-0.246838753868447
STU062,Sanya Reddy,2,0.3773361422463977,3,1.663798294710972,0,-1.5125448754471997,4,1,-0.14099201561891198,2,0.6921590794386686,-0.6795570204344991,-1.2234334247532535,0.6544279058989034,1.537635613411053,1.5996286075585857
STU063,,2,-0.48069685926021194,5,0.0,6,-0.4654549859786476,2,0,0.5786231465363939,5,1.3870979142164483,-1.378689757507029,-1.2234334247532535,1.3596303907037564,-0.05795355071011101,-0.07160034127619819
STU064,Priya Singh,4,-1.213325037469702,2,-0.0743119680242459,0,-0.4654549859786476,4,1,-1.3403506192110881,8,-0.6977185901168909,-1.378689757507029,1.2801820419996526,-0.050774578905949455,-0.2705696761369231,-0.24853993993941376
STU065,Sanya Reddy,6,-0.018679089218191756,3,0.0,3,0.05808995875562843,0,1,1.6580458897693526,3,-0.6977185901168909,-0.6795570204344991,1.2801820419996526,-0.050774578905949455,0.0748149822699724,0.02536726476889146
STU066,Aarav Patel,3,0.7205493428490414,1,0.9481058335847058,6,0.5816349034899044,4,1,1.5381100294101349,8,0.6921590794386686,0.7187084537105608,-1.2234334247532535,0.6544279058989034,1.1250318647652566,1.0804266186996114
STU067,Sanya Verma,3,-0.7051054904234796,5,0.33465515261933476,5,0.5816349034899044,3,2,-1.4602864795703059,5,-0.6977185901168909,-1.378689757507029,0.028374308623199535,1.3596303907037564,0.274291957285186,0.27848750484600615
STU068,Rohit Singh,3,-0.42129457454052366,4,-1.2500924398745403,3,0.5816349034899044,5,0,-2.6631110729806204e-16,7,-0.6977185901168909,-1.378689757507029,0.028374308623199535,1.3596303907037564,-1.224585314019251,-1.2536422445956816
STU069,Sanya Gupta,0,-0.19028568951951358,1,1.1525893939064962,6,-0.9889999307129236,5,1,-0.9805430381334354,5,0.6921590794386686,1.4178411907830908,1.2801820419996526,1.3596303907037564,0.998391110230408,1.0528674043499544
STU070,Kunal Singh,3,-1.5697387457878322,5,-1.1478506597136453,0,1.1051798482241806,6,1,0.9384307276140467,8,0.6921590794386686,0.7187084537105608,0.028374308623199535,-0.7559770637108023,-1.1202882872094546,-1.2226390841748285
STU071,Aarav Verma,2,-1.2661270683316475,5,-0.790004429150512,4,1.1051798482241806,2,1,0.8184948672548295,4,-1.3926574248946706,-1.378689757507029,-1.2234334247532535,-0.050774578905949455,-0.7444512092350655,-0.835789371637048
STU072,Sanya Verma,0,-0.25628822809694485,1,0.2324133724584396,2,0.5816349034899044,5,2,0.21881556545874098,7,1.3870979142164483,0.7187084537105608,1.2801820419996526,1.3596303907037564,0.27837714291534305,0.24650520671183623
STU073,Harsh Mehta,5,0.20572954194507592,5,0.9481058335847058,0,1.1051798482241806,5,2,-1.100478898492653,2,1.3870979142164483,-0.6795570204344991,-1.2234334247532535,1.3596303907037564,1.0239235204188857,1.0239472411435244
STU074,Riya Kumar,3,0.23873081123379097,2,0.2324133724584396,3,1.6287247929584565,6,1,0.4586872861771762,5,-0.6977185901168909,0.019575716638030857,-1.2234334247532535,-0.7559770637108023,0.4290183630273604,0.3689906038214243
STU075,Rohit Kumar,4,-0.8833123445825445,5,-1.5568177803572258,3,1.6287247929584565,0,1,0.4586872861771762,8,1.3870979142164483,-1.378689757507029,0.028374308623199535,-0.7559770637108023,-1.4450605448068883,-1.5329354235191175
STU076,Sanya Singh,4,1.248569651468494,5,-1.1478506597136453,4,0.5816349034899044,4,1,-0.740671317415,0,-0.6977185901168909,1.4178411907830908,1.2801820419996526,1.3596303907037564,-1.0247970731045484,-0.9899168296666122
STU077,Manav Gupta,2,1.3937752363388427,3,-1.04560887955275,1,1.6287247929584565,6,2,-0.8606071777742176,2,-1.3926574248946706,-0.6795570204344991,1.2801820419996526,-1.4611795485156551,-0.8144100131514941,-0.8065289712164242
STU078,Isha Mehta,4,0.9383577201545654,4,1.663798294710972,2,0.05808995875562843,3,2,-0.6207354570557824,5,0.6921590794386686,0.7187084537105608,0.028374308623199535,1.3596303907037564,1.7138092437115477,1.7527353539455712
STU079,Kunal Verma,4,1.1957676206065488,4,-0.22767463826558867,4,-0.4654549859786476,6,2,-0.26092787597812944,1,0.6921590794386686,-0.6795570204344991,-1.2234334247532535,1.3596303907037564,-0.19141920455264302,-0.13796284532659184
STU080,Sanya Das,2,-1.1803237681809864,3,-0.5343999787482742,6,-0.9889999307129236,2,0,0.3387514258179587,9,0.6921590794386686,-1.378689757507029,-1.2234334247532535,-0.7559770637108023,-0.7071738903598889,-0.714664923384233
STU081,Divya Chopra,1,1.4069757440543298,5,0.8458640534238107,4,-1.5125448754471997,1,0,-0.3808637363373472,2,1.3870979142164483,0.7187084537105608,-1.2234334247532535,-0.7559770637108023,0.7900466430924318,0.8858109321810448
STU082,Divya Sharma,5,1.426776505627559,5,-1.0967297696331977,3,1.1051798482241806,0,1,1.5381100294101349,4,-1.3926574248946706,0.019575716638030857,-1.2234334247532535,1.3596303907037564,-0.8118567721326464,-0.8541621812034856
STU083,Mehul Patel,6,-1.2199252913274452,2,0.8458640534238107,4,0.05808995875562843,2,2,-1.700158200288741,9,1.3870979142164483,-0.6795570204344991,1.2801820419996526,1.3596303907037564,0.6838318167083648,0.698340227160537
STU084,Ananya Nair,0,-0.2232869588082292,3,0.4880178228606775,0,0.05808995875562843,6,2,-1.5802223399295237,7,1.3870979142164483,-1.378689757507029,1.2801820419996526,1.3596303907037564,0.4085924348765781,0.4455439770149158
STU085,Sneha Nair,1,-0.48069685926021194,5,1.7149191847914196,2,-1.5125448754471997,3,1,0.21881556545874098,1,-1.3926574248946706,1.4178411907830908,0.028374308623199535,-0.7559770637108023,1.537635613411053,1.5673060722102226
STU086,Kunal Patel,6,1.1033640665981443,5,0.8969849435042582,6,-4.650013216560787e-16,5,0,-1.4602864795703059,8,-1.3926574248946706,0.7187084537105608,0.028374308623199535,1.3596303907037564,0.9191918688738578,0.988530076302021
STU087,Sanya Patel,5,0.5423424886899766,5,-0.9944879894723024,6,1.1051798482241806,1,2,0.8184948672548295,7,-1.3926574248946706,-0.6795570204344991,1.2801820419996526,1.3596303907037564,-0.808792882910029,-0.8534817067750995
STU088,Riya Nair,2,0.416937665392857,5,1.3059520641478388,2,-0.9889999307129236,1,0,0.21881556545874098,7,-1.3926574248946706,-0.6795570204344991,1.2801820419996526,0.6544279058989034,1.2496300264850266,1.285589658858172
STU089,Aarav Das,0,-1.2595268144739042,5,-0.6366417589091693,1,-0.9889999307129236,0,0,1.4181741690509175,3,0.6921590794386686,0.019575716638030857,-1.2234334247532535,-1.4611795485156551,-0.7694729712197739,-0.8095911061441641
STU090,Aarav Reddy,0,0.3773361422463977,2,-0.8922462093114073,5,-0.4654549859786476,1,1,-0.021056155259694242,0,-0.002779755339111121,0.019575716638030857,-1.2234334247532535,-0.050774578905949455,-0.9083692826450914,-0.8824018699815301
STU091,Aditya Sharma,2,0.020922433928267484,5,0.7436222732629154,2,-1.5125448754471997,3,2,-2.6631110729806204e-16,9,-0.002779755339111121,1.4178411907830908,0.028374308623199535,-1.4611795485156551,0.5968968288267333,0.6462423594597002
,Aarav Agarwal,2,-1.213325037469702,5,-0.27879552834603627,3,-0.9889999307129236,6,1,-0.6207354570557824,9,-1.3926574248946706,1.4178411907830908,1.2801820419996526,0.6544279058989034,-0.49525488579552535,-0.476498873448924
STU093,Harsh Verma,6,0.007721926212780876,3,-1.4545760001963306,6,-4.650013216560787e-16,1,2,1.4181741690509175,9,-0.002779755339111121,-1.378689757507029,0.028374308623199535,-0.050774578905949455,-1.392001901387125,-1.4312369910407214
STU094,Sneha Verma,0,-1.3189290991935927,0,-1.0967297696331977,3,-1.5125448754471997,1,2,-2.6631110729806204e-16,8,-0.002779755339111121,-1.378689757507029,1.2801820419996526,1.3596303907037564,-1.3450982901088648,-1.3291749061465938
STU095,Aditya Kumar,1,-0.13748365865756831,5,-0.9944879894723024,3,0.5816349034899044,2,1,0.0988797050995235,7,-1.3926574248946706,1.4178411907830908,-1.2234334247532535,0.6544279058989034,-0.9430933605014205,-0.967801410744048
STU096,Sneha Das,4,-1.1671232604654997,5,0.6925013831824679,4,1.1051798482241806,4,2,-0.8606071777742176,0,-0.002779755339111121,1.4178411907830908,0.028374308623199535,1.3596303907037564,0.6725975562254347,0.6306330215360706
STU097,Sanya Reddy,1,0.0011216723550378645,3,0.07905070221709684,2,1.6287247929584565,2,1,0.3387514258179587,6,1.3870979142164483,0.7187084537105608,0.028374308623199535,-0.7559770637108023,0.25233408452309575,0.18968559194155477
STU098,Krish Agarwal,6,0.3509351268154245,2,-1.6079386704376735,6,-0.4654549859786476,3,2,1.1783024483324822,4,-0.6977185901168909,0.019575716638030857,1.2801820419996526,0.6544279058989034,-1.5742545403605843,-1.5826100567913393
STU099,Kunal Sharma,0,-0.21668670495048623,0,0.6413804931020203,6,-1.5125448754471997,1,2,-0.021056155259694242,6,-0.6977185901168909,-1.378689757507029,-1.2234334247532535,-0.7559770637108023,0.47548734957038924,0.5193754524948618
STU100,Harsh Singh,1,0.2717320805225072,0,1.408193844308734,2,-0.4654549859786476,4,2,1.0583665879732644,5,-1.3926574248946706,0.019575716638030857,0.028374308623199535,0.6544279058989034,1.4273356013968304,1.4186224096077518
STU101,Divya Gupta,0,-0.5532996516953869,5,-1.1478506597136453,4,0.5816349034899044,2,1,0.9384307276140467,1,0.6921590794386686,0.019575716638030857,-1.2234334247532535,0.6544279058989034,-1.0927132842058989,-1.1518697436226222
STU102,Manav Das,2,0.8063526429997029,5,-1.1478506597136453,3,-4.650013216560787e-16,4,0,0.6985590068956117,7,-1.3926574248946706,1.4178411907830908,0.028374308623199535,-0.7559770637108023,-1.0544634386954526,-1.0528932088577727
STU103,Priya Gupta,1,0.7073488351335554,5,0.7436222732629154,4,-0.4654549859786476,1,0,-0.14099201561891198,4,0.6921590794386686,0.7187084537105608,-1.2234334247532535,-0.050774578905949455,0.7461308975682506,0.7830592934946686
STU104,Tanya Sharma,2,-1.7479455999468971,0,0.6925013831824679,6,1.1051798482241806,2,2,1.6580458897693526,9,-0.6977185901168909,-0.6795570204344991,1.2801820419996526,-1.4611795485156551,0.7348966370853205,0.6064761793283465
STU105,Divya Singh,6,-1.2265255451851882,5,-0.6366417589091693,6,-1.5125448754471997,1,1,0.21881556545874098,1,-1.3926574248946706,0.7187084537105608,0.028374308623199535,1.3596303907037564,-0.8690493709548356,-0.8572243161312255
,Riya Agarwal,6,-1.681943061369466,0,-1.5056968902767782,5,-0.9889999307129236,1,1,-0.021056155259694242,6,1.3870979142164483,0.7187084537105608,0.028374308623199535,0.6544279058989034,-1.7315341871216057,-1.7411605986054164
STU107,Tanya Verma,3,-0.9493148831599757,2,0.33465515261933476,4,0.5816349034899044,3,0,-1.100478898492653,9,-0.002779755339111121,0.019575716638030857,-1.2234334247532535,1.3596303907037564,0.2707174198587995,0.25841350920860057
STU108,Kunal Patel,5,0.9977600048742538,3,0.2324133724584396,2,-0.4654549859786476,0,0,-0.14099201561891198,5,0.6921590794386686,0.7187084537105608,-1.2234334247532535,-0.7559770637108023,0.25795121476456073,0.3026443470537309
STU109,Ananya Patel,0,-0.2628884819546879,0,-0.8411253192309597,6,0.05808995875562843,6,0,0.21881556545874098,8,-0.002779755339111121,-1.378689757507029,0.028374308623199535,1.3596303907037564,-0.8455595535814365,-0.8599462138447722
STU110,Priya Singh,1,0.826153404572932,5,1.7149191847914196,5,-1.5125448754471997,1,0,1.6580458897693526,0,-0.002779755339111121,0.019575716638030857,1.2801820419996526,-0.7559770637108023,1.70002174220977,1.7224542418823667
STU111,Divya Patel,0,0.9911597510165108,4,0.0,5,-1.5125448754471997,4,0,-1.8200940606479588,7,-1.3926574248946706,-1.378689757507029,-1.2234334247532535,1.3596303907037564,-0.14833828277732114,-0.021925708003976266
STU112,Divya Mehta,6,-1.3585306223400513,3,-0.5343999787482742,6,-1.5125448754471997,6,2,0.6985590068956117,2,-0.002779755339111121,-0.6795570204344991,-1.2234334247532535,-1.4611795485156551,-0.7567067661255351,-0.7619578961571014
STU113,Aarav Singh,4,0.0,5,1.3570729542282864,6,-0.4654549859786476,6,0,1.6580458897693526,7,1.3870979142164483,0.019575716638030857,-1.2234334247532535,-1.4611795485156551,1.3807798333472616,1.3480776638458132
STU114,Rohit Mehta,3,-1.7017438229426955,0,1.3059520641478388,4,0.05808995875562843,3,0,-1.2204147588518706,5,-0.002779755339111121,-0.6795570204344991,0.028374308623199535,-1.4611795485156551,1.1265638093765653,1.114790577333135
STU115,Sneha Reddy,0,0.7865518814264727,0,-0.023191077943798325,4,-0.9889999307129236,5,2,-0.9805430381334354,1,-1.3926574248946706,0.019575716638030857,0.028374308623199535,-1.4611795485156551,-0.10052382428166308,-0.020240769215709768
STU116,Kunal Verma,6,1.7039871676527711,1,1.2548311740673912,6,-0.9889999307129236,1,0,-0.8606071777742176,8,1.3870979142164483,1.4178411907830908,0.028374308623199535,-1.4611795485156551,1.2521832675038744,1.3519359156258648
STU117,Sneha Verma,3,1.5851825982133947,2,0.181292482377992,2,0.05808995875562843,6,0,0.8184948672548295,7,-0.6977185901168909,0.7187084537105608,0.028374308623199535,-1.4611795485156551,0.3442507612016146,0.35980419903820426
